PageValues,ProductRelated,ProductRelated_Duration,ExitRates,Month,TrafficType,Revenue
2.982410939,154,6515.45431,0.017328726,Nov,2,1
0.0,1,0.0,0.2,Jun,1,0
46.62801597,24,1204.416667,0.026923077,Dec,6,0
0.0,19,337.1666667,0.003508772,May,3,0
0.0,3,38.0,0.066666667,May,4,0
0.0,29,1155.5,0.095402299,May,13,0
0.0,1,0.0,0.2,Dec,2,0
0.0,39,3413.833333,0.028205128,May,3,0
0.0,9,79.25,0.046153846,Nov,1,0
0.0,9,113.4333333,0.018181818,Oct,6,0
18.95323404,42,1173.07,0.005319149,Mar,8,1
0.0,3,144.5,0.1,Nov,2,0
0.0,6,671.6666667,0.016666667,May,3,0
0.0,4,8.0,0.085714286,Sep,13,0
0.0,3,34.0,0.066666667,Dec,2,0
0.0,27,392.4666667,0.007407407,May,2,0
0.0,41,3272.0,0.078571429,May,6,0
0.0,64,3289.5,0.010416667,May,4,0
0.0,16,324.5,0.031481481,May,4,0
0.0,8,286.7,0.075,Jul,1,0
0.0,39,1379.5,0.027777778,May,4,0
18.87145759,17,601.0333333,0.092156863,Aug,1,1
0.0,1,0.0,0.2,May,1,0
48.66217061,40,1591.888095,0.012186396,Dec,2,1
0.0,1,0.0,0.2,Jul,1,0
0.0,47,906.1166667,0.002614379,Aug,2,0
0.305312057,152,4307.409559,0.005971036,Dec,2,1
1.573423226,197,2915.571429,0.005025126,Nov,3,0
0.0,11,1232.083333,0.004,Nov,2,0
39.97777778,37,607.4666667,0.002777778,May,2,1
4.683075961,37,1722.814286,0.007997558,Oct,2,0
72.30208696,24,488.3333333,0.004347826,May,4,1
0.0,47,1541.327451,0.023288614,May,4,0
35.03953094,98,3364.64045,0.034691241,Sep,13,0
0.0,5,143.0,0.04,Mar,1,0
0.0,20,302.3888889,0.002380952,Mar,1,0
0.0,2,7.0,0.1,Mar,1,0
0.0,6,227.3333333,0.013333333,May,2,0
0.0,44,1127.566667,0.021969697,Nov,3,0
0.0,14,285.4166667,0.00625,May,2,0
0.780905815,229,6984.611525,0.021755245,Aug,13,0
0.0,2,27.0,0.1,Mar,2,0
11.33062869,44,2498.866667,0.014444444,Oct,1,1
0.0,3,17.0,0.066666667,May,3,0
0.0,6,36.90277778,0.086666667,Nov,2,0
0.0,27,601.0864146,0.019984651,Dec,8,0
0.0,5,384.0,0.05,May,2,0
0.0,3,56.0,0.04,Mar,2,0
0.0,38,1712.776667,0.040833333,Aug,1,0
0.0,26,994.8222222,0.00344086,May,2,0
1.706014966,49,1868.819697,0.020708874,Mar,2,1
0.0,19,1056.658333,0.041176471,Dec,8,0
0.468406088,241,5194.79857,0.014304381,Dec,1,0
0.0,7,271.5,0.028571429,Nov,2,0
138.3208342,184,3579.7859,0.00381931,Oct,20,0
0.0,2,8.0,0.1,Jun,3,0
5.091914289,8,724.2,0.03968254,Nov,1,1
33.83646892,11,660.8,0.0,Jun,1,1
0.0,66,4891.972222,0.002159624,Mar,1,0
0.0,27,892.9679487,0.022751323,Dec,2,0
0.0,3,184.5,0.033333333,May,11,0
0.0,34,970.6266667,0.014313725,Nov,2,0
0.0,1,0.0,0.2,Nov,3,0
0.0,56,2627.756494,0.025044663,Nov,2,1
0.0,2,0.0,0.2,May,1,0
1.827470744,243,8768.477228,0.028099523,Jul,1,1
12.18,19,1051.5,0.030555556,May,3,1
0.0,46,838.6833333,0.015416667,Mar,10,0
0.0,39,1183.5,0.033333333,May,1,0
0.0,1,0.0,0.2,May,3,0
0.0,49,1571.12381,0.010638298,Jul,4,0
0.0,14,836.8333333,0.001904762,May,2,0
0.0,26,1258.791667,0.018589744,Nov,2,0
0.0,42,947.357702,0.017294686,Nov,8,0
9.127391304,48,2235.0,0.025362319,May,2,0
14.92784091,22,814.7093939,0.021333333,Nov,2,0
0.0,18,1009.55,0.002380952,Jul,2,0
0.0,43,1257.9,0.020634921,Sep,3,0
0.0,16,1773.25,0.072916667,Nov,13,0
14.68324522,55,1509.594444,0.02016129,Mar,2,0
109.1211555,8,642.0,0.028571429,Dec,2,1
0.0,20,252.9833333,0.025,Oct,3,0
0.0,7,58.9,0.025,Dec,2,0
0.0,14,449.4,0.076666667,Aug,3,0
0.0,81,2253.799603,0.015875182,Nov,2,1
0.0,7,65.5,0.0625,Nov,1,0
28.52788235,18,1844.416667,0.023529412,May,4,0
0.0,17,526.8333333,0.055882353,May,4,0
8.600043095,71,1678.905125,0.016037881,Mar,13,0
0.0,8,226.5,0.0125,Mar,13,0
0.0,7,603.2565261,0.034024526,Nov,2,0
0.0,3,31.0,0.033333333,Dec,2,0
0.0,4,117.0,0.175,May,3,0
0.0,6,169.9666667,0.00625,Jul,2,0
0.0,21,664.3333333,0.015277778,May,2,0
12.39204312,22,568.9683333,0.021614907,Sep,2,1
0.0,61,2405.652778,0.032135417,Dec,2,1
0.0,2,59.0,0.1,May,6,0
0.0,7,178.25,0.057142857,Dec,3,0
0.0,33,682.9583333,0.025653595,Dec,2,0
0.0,39,606.3666667,0.026754386,Jul,4,0
0.0,38,1649.766667,0.011965812,Oct,3,0
0.0,5,244.7,0.033333333,Nov,1,0
0.0,4,0.0,0.2,Jun,3,0
20.0031,19,813.1,0.01,May,2,1
0.0,1,0.0,0.2,May,3,0
0.0,59,1309.658333,0.030879354,Dec,1,0
0.0,119,7609.82065,0.015231111,Dec,1,0
0.0,231,9230.890838,0.021838687,Nov,2,0
0.0,14,227.3333333,0.009183673,Nov,3,1
0.0,63,1320.189881,0.000468384,Nov,2,0
0.0,9,38.75,0.120833333,Nov,13,0
0.0,16,373.4583333,0.028333333,Nov,2,0
8.424787355,33,889.3666667,0.003030303,Oct,2,1
0.0,22,1443.25,0.109090909,May,13,0
0.0,40,1085.333333,0.045,Dec,1,0
0.0,4,271.4666667,0.021428571,Jul,6,0
2.087782738,86,2559.541228,0.008587569,May,5,0
0.0,14,481.9666667,0.031578947,Sep,2,0
0.0,63,3060.055556,0.03604734,Nov,3,0
0.0,2,31.2,0.1,Aug,3,0
1.453922921,22,360.65,0.01037037,Oct,2,1
0.0,12,307.6666667,0.013333333,Nov,8,0
0.0,42,1349.25,0.004065041,May,4,0
0.0,9,597.0,0.144444444,May,3,0
0.0,9,140.0,0.055555556,Mar,1,0
19.23625,17,1205.566667,0.0375,May,2,1
0.0,20,384.8,0.027272727,Jul,4,1
0.0,7,16.0,0.033333333,Dec,2,0
45.4316713,45,1594.283333,0.015227273,Mar,2,1
0.0,4,66.0,0.05,Dec,2,0
0.0,1,0.0,0.2,Dec,1,0
0.0,2,0.0,0.2,Mar,1,0
0.0,11,126.5,0.032291667,May,2,0
0.0,12,329.2142857,0.028703704,Nov,2,0
0.0,30,1184.5,0.048333333,May,1,0
0.0,11,225.5,0.054545455,Nov,11,0
0.0,14,582.0,0.021875,May,13,0
32.14213333,16,895.8095238,0.004444444,May,6,1
0.0,28,877.6666667,0.003571429,Nov,2,0
8.397818182,10,313.3333333,0.087878788,May,1,0
3.356892857,30,1584.3,0.01547619,May,4,0
0.0,25,1684.375,0.052674897,Jul,3,0
3.364060957,197,6309.427034,0.011878229,Nov,2,1
0.0,19,504.6,0.018518519,Dec,8,1
0.0,8,154.5,0.014814815,Dec,2,0
0.0,13,1005.0,0.016666667,May,2,0
0.0,3,0.0,0.2,May,13,0
0.0,4,96.33333333,0.05,May,2,0
12.0921619,72,4163.797619,0.010912698,Mar,2,1
0.0,14,307.4435055,0.067397661,Sep,1,0
0.0,27,811.8630952,0.015873016,Nov,8,0
0.0,15,535.25,0.02,Nov,2,0
0.0,1,0.0,0.2,May,3,0
0.0,104,4877.257071,0.020140056,May,6,0
0.0,10,594.0,0.031666667,Dec,2,0
2.613062787,111,3154.970833,0.014655172,Dec,1,1
0.0,27,787.5357143,0.005142857,Nov,20,0
0.0,3,0.0,0.2,May,3,0
0.0,8,257.4,0.028571429,Jul,1,0
0.0,23,480.9166667,0.032608696,Dec,2,0
0.0,37,456.15,0.131891892,Jul,3,0
0.0,1,0.0,0.2,Dec,1,0
0.0,2,0.0,0.2,Nov,10,0
0.0,7,539.5,0.0125,Dec,2,0
0.0,2,13.0,0.1,May,3,0
0.0,72,2271.553571,0.017905405,Dec,2,0
0.0,23,383.0,0.047575758,May,4,0
0.0,3,17.0,0.033333333,Mar,3,0
0.0,61,1669.988095,0.025778523,Nov,2,0
0.0,11,203.5,0.042424242,Dec,3,0
15.75636267,24,783.375,0.004166667,Nov,3,1
0.0,4,573.0,0.05,Feb,3,0
0.0,25,596.075,0.02014652,Nov,1,0
37.51854545,9,536.0,0.018181818,May,4,1
0.0,1,0.0,0.2,Mar,1,0
0.0,37,841.3583333,0.0125,Sep,1,0
0.0,16,576.3,0.011458333,Nov,2,0
0.0,48,1053.952381,0.009815547,Nov,2,0
0.0,12,269.5357143,0.006111111,Aug,4,0
0.0,42,772.625,0.019047619,Dec,2,0
0.0,30,2136.0,0.008333333,May,2,0
0.0,47,1093.833333,0.018518519,Dec,1,0
0.0,6,180.1666667,0.016666667,May,2,0
0.0,12,616.4,0.018181818,Mar,1,0
5.364419268,95,3208.208333,0.010851064,Nov,1,1
0.0,16,253.0,0.023529412,Mar,3,0
0.0,23,660.8166667,0.025,Mar,3,0
0.0,12,338.25,0.002380952,Dec,10,0
0.0,1,0.0,0.2,Mar,3,0
0.0,2,4.0,0.04,Mar,1,0
0.0,5,46.75,0.04,Dec,3,0
0.0,15,239.0,0.072,May,3,0
0.0,19,456.9,0.0125,Aug,6,0
0.0,4,157.5,0.05,Nov,2,0
0.0,2,12.0,0.166666667,Nov,10,0
0.0,16,196.3333333,0.023958333,Oct,2,0
0.0,142,4777.812554,0.019707705,Nov,1,0
0.0,0,0.0,0.2,May,18,0
0.0,24,368.3333333,0.114285714,May,3,0
49.62545455,12,554.5,0.018181818,May,2,1
0.0,2,210.0,0.1,Mar,2,0
0.0,14,469.8761905,0.005357143,Mar,10,0
0.0,8,186.0,0.044444444,Dec,10,0
0.0,1,0.0,0.2,Feb,2,0
0.0,20,837.25,0.041666667,Dec,1,0
0.0,30,602.5,0.014910394,Dec,10,0
0.0,3,159.5,0.066666667,Nov,3,0
58.16727273,9,359.1666667,0.018181818,May,5,1
0.0,51,1544.855159,0.027755102,Nov,1,0
22.15399132,6,252.3,0.0,Nov,3,1
0.0,10,445.0,0.033333333,Dec,2,0
0.0,4,249.0,0.025,Dec,1,0
9.331744184,23,941.6994048,0.008,Dec,2,1
0.0,2,6.0,0.05,Mar,2,0
52.28594057,38,842.4235931,0.011382114,Oct,2,1
0.0,10,761.75,0.022222222,Nov,2,0
0.0,42,1022.384615,0.031939605,Nov,10,0
0.0,5,185.0,0.04,Nov,6,0
0.0,3,32.0,0.066666667,May,5,0
0.0,22,2267.833333,0.041666667,Nov,1,0
0.0,7,180.3333333,0.02,Mar,2,0
0.0,53,2241.5,0.026923077,May,20,0
0.0,16,519.75,0.04,Mar,3,0
2.325663803,131,2460.323686,0.021249277,Nov,3,1
0.0,21,332.8,0.008695652,Sep,5,0
0.0,24,518.85,0.025371224,Jul,2,0
0.0,13,473.5,0.042307692,May,2,0
0.0,19,1065.9,0.04021164,May,6,0
0.0,2,0.0,0.2,Mar,10,0
4.195335178,101,2681.998105,0.021374201,Nov,2,0
0.0,17,664.5,0.011764706,Nov,2,0
20.60836364,11,1160.0,0.018181818,May,4,1
0.0,21,330.0,0.091304348,Jun,13,0
0.0,5,204.0,0.104081633,Nov,13,0
0.0,102,4227.094444,0.00849359,Nov,2,0
54.24886418,54,1063.95,0.019047619,Mar,2,0
0.0,22,1734.780952,0.010142857,Mar,9,0
0.0,24,506.1666667,0.034,May,2,0
0.0,3,164.0,0.066666667,Nov,3,0
0.0,8,135.25,0.05,Nov,1,0
0.0,20,819.2715686,0.043864469,May,2,0
0.0,42,570.1832287,0.016547619,Aug,2,0
0.0,11,473.8333333,0.025,Jun,3,0
101.3721739,22,639.5,0.008695652,May,4,1
0.0,0,0.0,0.066666667,May,5,0
0.0,1,28.0,0.1,Mar,1,0
0.0,21,1469.666667,0.014492754,Nov,8,0
0.0,15,175.9166667,0.026666667,Mar,1,0
0.0,2,697.5,0.1,Dec,1,0
0.0,7,50.0,0.080952381,Feb,7,0
0.0,1,0.0,0.2,Mar,3,0
0.0,24,669.9166667,0.002777778,May,3,0
0.0,15,894.0,0.015384615,May,4,0
14.59072178,28,1425.583333,0.026984127,Dec,1,0
8.052231522,22,2006.046667,0.032738095,Nov,2,0
0.0,1,27.2,0.04,Oct,5,1
0.0,2,0.0,0.2,Nov,1,0
0.0,13,263.0,0.044615385,Nov,13,0
0.0,47,1153.54,0.039979296,Jul,2,0
0.0,37,2097.42,0.010990991,Jul,2,0
11.8290411,75,1289.25,0.017351598,May,4,1
0.0,95,3715.777564,0.011851852,Jul,1,0
0.0,25,1978.7,0.06,Aug,3,0
0.0,18,937.7166667,0.005555556,Dec,2,0
0.0,4,94.75,0.053333333,Dec,20,0
0.0,58,2492.22402,0.025864237,Nov,2,0
0.0,42,562.6666667,0.032583774,May,13,0
7.256219133,47,3608.9,0.019871795,Mar,1,0
22.58886486,31,699.5,0.005896806,May,4,1
0.0,136,4201.508333,0.011265083,Dec,3,0
0.0,200,6867.193847,0.024587384,Nov,2,0
0.0,13,956.5,0.04,Mar,13,0
0.0,31,1470.416667,0.006666667,May,3,0
75.27712913,122,2577.449603,0.010463332,Nov,2,1
0.0,30,659.2,0.006451613,Mar,3,0
0.0,2,0.0,0.2,Oct,1,0
3.200304878,76,2208.788095,0.004756098,May,2,0
0.0,2,17.0,0.1,May,4,0
24.7526533,59,1100.475,0.008391881,Nov,2,1
0.0,5,146.0,0.186666667,Mar,3,0
10.17002765,26,595.3416667,0.023763441,May,4,0
0.0,15,430.5,0.019047619,May,2,0
12.24171745,53,1783.791667,0.029030612,Dec,1,0
0.0,11,572.0,0.072727273,Nov,3,0
0.0,84,1212.030303,0.021451247,May,6,0
0.0,17,584.5,0.011111111,Mar,2,0
0.0,19,989.3333333,0.0375,Jun,2,0
0.0,7,58.0,0.057142857,May,4,0
0.0,43,3747.833333,0.051162791,Jul,13,0
0.0,35,729.2916667,0.009387755,Dec,2,0
0.0,3,11.0,0.133333333,Jun,4,0
0.0,2,11.0,0.188888889,Dec,2,0
31.22,15,728.2,0.023076923,May,4,1
0.0,8,93.0,0.05,Dec,1,0
0.0,1,0.0,0.2,May,2,0
0.0,47,1204.664683,0.015,Dec,2,0
0.0,24,242.0,0.045454545,May,11,0
29.24325,15,756.3333333,0.0625,Mar,1,1
0.0,44,2149.190195,0.048201119,Aug,3,0
0.0,7,1264.833333,0.075604396,Dec,13,0
0.0,2,49.0,0.033333333,May,3,0
0.0,54,2295.0,0.014545455,Dec,10,0
0.0,1,0.0,0.2,Nov,13,0
0.0,10,701.0,0.03,May,3,0
0.0,54,3371.05,0.022012579,Jul,3,0
0.0,22,2366.6,0.064,Oct,1,0
0.0,22,562.1666667,0.053030303,Jun,3,0
9.242286032,225,9595.649629,0.012050716,Nov,2,1
0.0,29,906.5666667,0.006896552,Mar,2,0
0.0,30,558.6111111,0.046464646,Sep,1,1
0.0,13,343.625,0.005128205,Dec,2,0
48.60623685,64,4829.625,0.017194337,Nov,3,1
0.0,1,0.0,0.2,Nov,1,0
0.0,2,68.5,0.033333333,Mar,10,0
0.0,2,32.0,0.1,Mar,3,0
0.0,3,54.5,0.066666667,May,2,0
0.0,13,392.9285714,0.025,May,2,0
0.0,27,701.9,0.028395062,Aug,6,0
0.0,6,1133.666667,0.038562092,May,1,0
0.0,34,1021.75,0.021354167,May,3,0
0.0,13,252.0,0.061538462,May,3,0
11.28379079,23,934.3166667,0.01862069,Aug,4,0
0.0,107,6235.06603,0.016223404,Nov,2,0
0.0,1,0.0,0.2,Dec,13,0
0.0,36,833.0833333,0.055225225,May,3,0
0.0,16,1266.5,0.003508772,Mar,1,0
0.0,1,0.0,0.2,Dec,2,0
0.0,14,654.875,0.042857143,Nov,13,0
0.0,18,251.9,0.03015873,Nov,2,0
0.0,2,24.25,0.04,Dec,2,0
0.0,8,228.0,0.028571429,Mar,2,0
0.0,7,159.2,0.128571429,Aug,1,0
0.0,7,220.3333333,0.01,May,5,0
0.0,140,2404.831006,0.003142857,Nov,2,0
0.0,12,201.6,0.04,Oct,2,0
0.0,81,1421.668627,0.000833333,May,4,0
0.0,154,4800.574762,0.032872807,Oct,1,0
34.43601877,9,341.0,0.007692308,Mar,3,1
0.0,58,1599.5,0.007142857,Nov,3,0
34.48748308,38,689.65,0.004878049,Oct,2,1
0.0,6,82.0,0.183333333,May,1,0
0.0,23,831.6904762,0.019444444,May,13,0
0.0,13,98.66666667,0.046153846,Dec,13,0
0.0,5,36.0,0.1625,Mar,1,0
0.0,37,1212.0,0.017117117,Nov,2,1
0.0,97,2811.47807,0.015832106,Nov,1,0
0.0,34,2348.8125,0.055166667,Dec,1,0
0.0,8,134.0,0.025,May,2,0
0.0,4,123.0,0.066666667,May,3,0
0.0,22,1043.583333,0.048809524,Nov,2,0
0.0,36,725.3333333,0.017142857,Sep,13,0
0.0,9,867.0,0.051851852,Nov,3,0
0.0,53,1692.694155,0.022197723,Aug,1,0
0.0,5,75.6,0.0,Oct,4,0
0.0,45,1620.141667,0.009333333,Oct,2,0
0.0,3,79.0,0.033333333,Nov,1,0
0.0,16,213.8,0.06875,Aug,4,1
0.0,3,38.0,0.122222222,Mar,1,0
41.55801982,90,4792.380767,0.007479289,Nov,1,1
0.0,37,825.205,0.004625745,Sep,1,0
0.0,91,2631.473214,0.023321123,Nov,2,0
0.0,23,783.75,0.030769231,Nov,1,1
27.38224222,31,489.1452381,0.022222222,Mar,2,1
0.0,3,86.6,0.033333333,Jun,3,1
0.0,17,528.9,0.002272727,Mar,9,0
0.0,81,4536.308139,0.054759418,Jul,1,0
0.0,17,933.4166667,0.043075335,Mar,3,0
10.3976,32,1324.666667,0.09047619,May,1,0
0.0,13,136.0,0.154761905,May,13,0
0.0,89,3614.105147,0.020569813,Nov,2,0
0.0,17,327.5380952,0.00625,Oct,2,0
17.35448787,79,2150.433333,0.020883534,Nov,3,0
0.0,2,30.0,0.1,Mar,1,0
69.2786087,18,1090.533333,0.026086957,May,4,1
0.0,15,803.3333333,0.038888889,Dec,2,0
0.0,48,1062.812542,0.027253521,Sep,2,0
9.137331307,55,2780.609524,0.045272727,Dec,3,0
0.0,1,0.0,0.2,Nov,20,0
0.0,14,443.2083333,0.058222222,May,6,0
0.0,16,794.5416667,0.071568627,Dec,2,0
18.22304387,17,939.0833333,0.0225,Dec,6,1
0.0,1,0.0,0.2,Mar,10,0
0.0,8,316.5,0.040740741,May,11,0
0.0,15,253.5541667,0.0125,May,4,0
0.0,24,1128.468254,0.058577534,Mar,1,0
0.0,43,1825.557143,0.018115942,Nov,2,0
0.0,12,528.5833333,0.02,Dec,20,0
5.552517289,58,2528.287431,0.005582418,Nov,10,0
28.03795985,133,3713.580105,0.015889736,Nov,6,0
0.0,2,8.0,0.1,Mar,1,0
0.0,10,657.2619048,0.004166667,Mar,2,0
0.0,7,873.0,0.011111111,Mar,2,0
287.9537928,12,366.5,0.016666667,Dec,2,1
0.0,16,370.6666667,0.051041667,Dec,3,0
0.0,35,850.3333333,0.005405405,Mar,2,0
47.99566725,32,1162.797222,0.020175439,Nov,8,1
9.028406684,27,1199.725758,0.01691358,Mar,3,0
0.0,2,29.0,0.05,Nov,3,0
0.0,4,93.0,0.1,Mar,6,0
0.0,1,0.0,0.2,Mar,3,0
0.0,12,318.5333333,0.014285714,Jul,4,0
0.0,22,2815.416667,0.0125,Mar,2,0
30.09281343,73,2490.138095,0.010365854,Mar,2,0
0.0,4,15.24,0.039583333,Sep,2,1
3.83397413,128,6483.0804,0.012517824,Nov,1,0
0.0,34,1767.4,0.039004329,Nov,3,0
35.98106601,30,1107.047619,0.017760943,Mar,1,1
0.0,3,21.0,0.05,Mar,8,0
0.0,6,85.25,0.011111111,Dec,10,0
0.0,89,1904.653507,0.027002924,Oct,3,0
11.28411429,70,2509.25,0.006428571,May,1,1
0.0,17,348.85,0.023684211,Nov,20,0
49.36350729,7,343.25,0.028571429,Nov,7,1
0.0,10,192.75,0.028888889,Dec,1,0
0.0,63,1980.238095,0.015025253,Nov,2,0
0.0,10,183.7083333,0.026666667,Dec,2,0
0.0,13,334.9666667,0.007692308,Feb,4,0
12.01656549,111,3510.879903,0.009438427,Mar,2,0
0.0,9,198.25,0.036363636,Nov,6,0
0.0,74,3817.203846,0.020533333,Nov,2,0
0.0,136,4569.904365,0.00891253,May,4,0
35.0928,14,643.0,0.013333333,Mar,1,1
0.0,7,88.0,0.057142857,May,1,0
0.0,16,416.4,0.011111111,Mar,2,0
0.0,132,5091.890896,0.029863649,Nov,2,1
87.74978701,32,534.2638889,0.011111111,Dec,8,1
0.0,7,98.55,0.058333333,Nov,11,0
21.02481633,46,2295.182143,0.014873664,May,1,0
0.0,63,2593.808333,0.066666667,Jul,20,0
0.0,12,1076.5,0.011764706,Mar,2,0
18.08584615,31,1124.916667,0.014672365,May,5,1
0.0,42,840.8333333,0.019047619,May,3,0
5.816167973,34,1352.816503,0.033988025,May,2,0
22.32934737,19,580.5,0.049122807,May,3,1
0.0,2,0.0,0.2,May,3,0
0.0,11,606.5,0.011111111,May,4,0
0.0,15,650.6961927,0.018487395,Mar,3,0
0.0,1,0.0,0.2,Dec,1,0
0.0,5,122.0,0.05,May,15,0
6.709440135,124,4067.010247,0.022888335,Nov,2,1
0.0,15,313.25,0.033333333,Nov,10,0
0.0,1,0.0,0.2,Mar,3,0
